淘宝ID,卖家昵称,商家编码,标题,图片地址,促销活动,价格,促销价格,总销量,月销量,库存,收藏数,SKU数,抓取日期
15591964106,newbalance旗舰店,M373GRS0,New Balance/新百伦 男鞋 复古鞋 跑步鞋M373GRS0 包邮,http://img04.taobaocdn.com/bao/uploaded/i4/T1zevWXahXXXX_QYg2_042927.jpg,新款优惠,0.0,0.0,0,0,-3,20,0,2012-10-18
15591964106,newbalance旗舰店,M373GRS0,New Balance/新百伦 男鞋 复古鞋 跑步鞋M373GRS0 包邮,http://img04.taobaocdn.com/bao/uploaded/i4/T1zevWXahXXXX_QYg2_042927.jpg,新款优惠,0.0,91.8,7,7,-7,26,0,2012-10-17
14682742409,newbalance旗舰店,,,,,0.0,,0,0,0,0,0,2012-10-19
14682742409,newbalance旗舰店,KA300BPP,NewBalance/新百伦低帮清新凉鞋 中童鞋 户外鞋 KA300BPP正品包邮,http://img02.taobaocdn.com/bao/uploaded/i2/T1QZjXXbXxXXcA.Yg1_040304.jpg,,0.0,0.0,0,0,0,0,0,2012-10-18
14682742409,newbalance旗舰店,KA300BPP,NewBalance/新百伦低帮清新凉鞋 中童鞋 户外鞋 KA300BPP正品包邮,http://img02.taobaocdn.com/bao/uploaded/i2/T1QZjXXbXxXXcA.Yg1_040304.jpg,,0.0,0.0,0,0,0,0,0,2012-10-17
18803592304,newbalance旗舰店,,,,,0.0,,5,2,-7,19,0,2012-10-19
18803592304,newbalance旗舰店,WL501BW0,NewBalance/新百伦 新品 女鞋透气舒适跑步鞋WL501BW0 正品,http://img04.taobaocdn.com/bao/uploaded/i4/T1jRrvXohmXXXdY9I2_045300.jpg,,0.0,0.0,3,-2,233,19,0,2012-10-18
18803592304,newbalance旗舰店,WL501BW0,NewBalance/新百伦 新品 女鞋透气舒适跑步鞋WL501BW0 正品,http://img04.taobaocdn.com/bao/uploaded/i4/T1jRrvXohmXXXdY9I2_045300.jpg,,0.0,0.0,5,-4,-5,27,0,2012-10-17
19182404867,newbalance旗舰店,,,,,0.0,,1,1,-1,-2,0,2012-10-19
19182404867,newbalance旗舰店,ML999HG,【常青款】New Balance/新百伦 男鞋 复古休闲 运动跑步鞋ML999HG,http://img04.taobaocdn.com/bao/uploaded/i4/T1hwPCXdXcXXXoIt7._111723.jpg,,0.0,0.0,0,0,-4,3,0,2012-10-18
19182404867,newbalance旗舰店,ML999HG,【常青款】New Balance/新百伦 男鞋 复古休闲 运动跑步鞋ML999HG,http://img04.taobaocdn.com/bao/uploaded/i4/T1hwPCXdXcXXXoIt7._111723.jpg,,0.0,0.0,1,1,-1,2,0,2012-10-17
